booking_id,plan_name,destination,departure_date,pax,revenue,customer_segment,booking_date
BK00633,九州グルメツアー,九州,2024-06-29,2,114894,グループ,2024-05-21
BK00634,沖縄リゾートステイ,沖縄,2024-08-29,4,217632,カップル,2024-06-24
BK00635,京都紅葉めぐり,京都,2025-03-12,3,207517,シニア,2024-12-21
BK00636,九州グルメツアー,九州,2025-03-24,4,519350,グループ,2025-02-09
BK00637,四国お遍路ウォーキング,四国,2024-07-06,4,246164,シニア,2024-05-21
BK00638,四国お遍路ウォーキング,四国,2024-09-22,1,83256,アクティブ,2024-08-25
BK00639,伊豆半島ドライブ,静岡,2025-01-03,2,282187,カップル,2024-11-11
BK00640,屋久島トレッキング,鹿児島,2024-11-15,3,173354,アクティブ,2024-09-30
BK00641,北海道スキーリゾート,北海道,2025-04-05,2,233025,ファミリー,2025-01-20
BK00642,北海道ラベンダー畑ツアー,北海道,2025-06-02,4,845914,ファミリー,2025-03-23
BK00643,宮古島絶景ビーチ,沖縄,2024-12-25,4,703120,カップル,2024-12-14
BK00644,箱根温泉週末プラン,箱根,2024-11-22,2,217453,カップル,2024-09-26
BK00645,屋久島トレッキング,鹿児島,2024-09-29,2,233278,アクティブ,2024-07-19
BK00646,信州そば巡り,長野,2024-05-14,4,189427,シニア,2024-04-16
BK00647,宮古島絶景ビーチ,沖縄,2024-05-24,4,658655,カップル,2024-04-29
BK00648,金沢文化体験,石川,2024-12-19,2,99154,グループ,2024-12-04
BK00649,長野高原リトリート,長野,2024-11-21,6,1072262,シニア,2024-09-15
BK00650,京都紅葉めぐり,京都,2024-06-18,4,298668,シニア,2024-04-06
BK00651,函館ロマンチック旅,北海道,2024-07-13,3,180776,カップル,2024-06-14
BK00652,北海道ラベンダー畑ツアー,北海道,2024-08-19,3,595837,ファミリー,2024-07-11
BK00653,長野高原リトリート,長野,2024-10-02,5,231650,カップル,2024-07-26
BK00654,石垣島ダイビング,沖縄,2024-12-21,3,265936,アクティブ,2024-12-05
BK00655,長野高原リトリート,長野,2024-06-19,4,569053,グループ,2024-05-28
BK00656,金沢文化体験,石川,2024-09-01,4,520600,グループ,2024-07-30
BK00657,沖縄リゾートステイ,沖縄,2025-04-16,4,300764,カップル,2025-01-26
BK00658,宮古島絶景ビーチ,沖縄,2025-01-30,2,161861,カップル,2025-01-16
BK00659,宮古島絶景ビーチ,沖縄,2024-05-19,5,1001484,カップル,2024-05-10
BK00660,北海道ラベンダー畑ツアー,北海道,2025-02-14,4,631648,ファミリー,2024-12-12
BK00661,伊豆半島ドライブ,静岡,2024-06-23,4,730819,カップル,2024-05-29
BK00662,日光・鬼怒川温泉,栃木,2024-12-15,4,350280,ファミリー,2024-11-17
BK00663,北海道ラベンダー畑ツアー,北海道,2025-01-29,3,160546,ファミリー,2024-12-05
BK00664,日光・鬼怒川温泉,栃木,2024-06-15,5,458523,ファミリー,2024-04-16
BK00665,信州そば巡り,長野,2024-06-09,5,498938,シニア,2024-05-29
BK00666,金沢文化体験,石川,2024-05-22,6,683253,アクティブ,2024-04-29
BK00667,伊豆半島ドライブ,静岡,2024-09-06,3,138653,カップル,2024-07-08
BK00668,金沢文化体験,石川,2024-11-08,4,591691,一人旅,2024-09-18
BK00669,京都紅葉めぐり,京都,2024-09-20,2,232863,シニア,2024-08-27
BK00670,信州そば巡り,長野,2024-08-25,2,66571,一人旅,2024-06-27
BK00671,日光・鬼怒川温泉,栃木,2025-04-14,1,102147,グループ,2025-01-31
BK00672,長野高原リトリート,長野,2025-03-04,3,432934,グループ,2025-02-06
BK00673,宮古島絶景ビーチ,沖縄,2024-12-20,2,342954,カップル,2024-09-26
BK00674,函館ロマンチック旅,北海道,2024-08-27,2,168879,カップル,2024-06-20
BK00675,奄美大島ネイチャー,鹿児島,2024-07-31,4,431682,アクティブ,2024-06-10
BK00676,京都紅葉めぐり,京都,2025-02-07,4,172074,シニア,2024-12-05
BK00677,四国お遍路ウォーキング,四国,2024-09-17,4,483194,シニア,2024-06-24
BK00678,沖縄3泊4日ファミリープラン,沖縄,2025-03-11,3,381117,ファミリー,2025-02-14
BK00679,九州グルメツアー,九州,2024-10-11,4,476712,一人旅,2024-09-24
BK00680,日光・鬼怒川温泉,栃木,2025-01-28,2,296457,ファミリー,2024-11-06
BK00681,屋久島トレッキング,鹿児島,2025-04-28,5,1022647,アクティブ,2025-03-27
BK00682,信州そば巡り,長野,2024-09-25,4,384029,シニア,2024-07-14
BK00683,九州グルメツアー,九州,2024-05-08,6,297634,シニア,2024-05-01
BK00684,広島・宮島歴史探訪,広島,2024-11-27,2,70095,グループ,2024-09-06
BK00685,北海道ラベンダー畑ツアー,北海道,2024-08-06,4,722577,ファミリー,2024-06-24
BK00686,北海道スキーリゾート,北海道,2025-03-01,6,504038,ファミリー,2024-12-07
BK00687,北海道スキーリゾート,北海道,2025-03-02,3,205355,ファミリー,2025-01-02
BK00688,京都紅葉めぐり,京都,2024-08-21,5,763042,シニア,2024-07-13
BK00689,屋久島トレッキング,鹿児島,2024-12-08,3,307168,グループ,2024-09-20
BK00690,屋久島トレッキング,鹿児島,2024-06-15,3,237408,アクティブ,2024-06-05
BK00691,九州グルメツアー,九州,2024-05-26,5,496851,グループ,2024-04-20
BK00692,沖縄3泊4日ファミリープラン,沖縄,2024-05-18,2,97162,シニア,2024-04-08
BK00693,北海道ラベンダー畑ツアー,北海道,2024-07-21,3,304849,ファミリー,2024-06-22
BK00694,石垣島ダイビング,沖縄,2024-05-18,3,225957,アクティブ,2024-04-17
BK00695,北海道スキーリゾート,北海道,2025-01-22,2,113867,ファミリー,2024-12-17
BK00696,京都紅葉めぐり,京都,2025-02-16,4,466451,シニア,2025-01-30
BK00697,函館ロマンチック旅,北海道,2025-05-18,3,170696,一人旅,2025-03-11
BK00698,北海道スキーリゾート,北海道,2024-08-23,6,424654,ファミリー,2024-07-24
BK00699,宮古島絶景ビーチ,沖縄,2025-02-08,3,381261,カップル,2025-01-26
BK00700,日光・鬼怒川温泉,栃木,2024-12-02,5,572838,アクティブ,2024-10-06
BK00701,日光・鬼怒川温泉,栃木,2024-09-25,4,134984,ファミリー,2024-08-09
BK00702,京都紅葉めぐり,京都,2024-12-09,4,224100,シニア,2024-10-17
BK00703,北海道スキーリゾート,北海道,2024-10-27,2,86525,ファミリー,2024-08-03
BK00704,長野高原リトリート,長野,2024-11-24,2,165325,アクティブ,2024-09-27
BK00705,九州グルメツアー,九州,2025-03-22,5,500010,グループ,2025-02-09
BK00706,箱根温泉週末プラン,箱根,2025-03-23,5,205918,カップル,2025-01-15
BK00707,日光・鬼怒川温泉,栃木,2024-08-18,4,249681,ファミリー,2024-07-02
BK00708,広島・宮島歴史探訪,広島,2025-03-09,2,246471,ファミリー,2025-02-10
BK00709,屋久島トレッキング,鹿児島,2024-11-21,3,476212,シニア,2024-10-12
BK00710,沖縄3泊4日ファミリープラン,沖縄,2024-09-25,3,508075,ファミリー,2024-09-03
BK00711,宮古島絶景ビーチ,沖縄,2024-08-02,3,543958,カップル,2024-05-04
BK00712,日光・鬼怒川温泉,栃木,2024-09-28,5,417909,ファミリー,2024-07-26
BK00713,箱根温泉週末プラン,箱根,2025-04-04,5,287603,カップル,2025-01-06
BK00714,広島・宮島歴史探訪,広島,2025-03-13,2,110884,グループ,2025-02-24
BK00715,北海道スキーリゾート,北海道,2024-08-24,3,343500,シニア,2024-05-27
BK00716,宮古島絶景ビーチ,沖縄,2024-09-11,3,277953,カップル,2024-07-09
BK00717,九州グルメツアー,九州,2024-06-06,6,804074,グループ,2024-04-28
BK00718,広島・宮島歴史探訪,広島,2025-02-27,2,287227,グループ,2025-02-08
BK00719,広島・宮島歴史探訪,広島,2024-07-24,2,191414,グループ,2024-07-07
BK00720,広島・宮島歴史探訪,広島,2024-11-30,2,131436,グループ,2024-10-25
BK00721,日光・鬼怒川温泉,栃木,2025-01-14,1,87837,ファミリー,2025-01-04
BK00722,金沢文化体験,石川,2024-10-20,6,597899,アクティブ,2024-08-05
BK00723,函館ロマンチック旅,北海道,2025-03-24,4,396589,グループ,2025-01-01
BK00724,日光・鬼怒川温泉,栃木,2024-08-05,3,420051,ファミリー,2024-05-09
BK00725,北海道ラベンダー畑ツアー,北海道,2024-10-03,3,248544,ファミリー,2024-08-18
BK00726,日光・鬼怒川温泉,栃木,2025-03-14,2,160883,グループ,2025-01-22
BK00727,奄美大島ネイチャー,鹿児島,2025-05-29,4,463735,カップル,2025-03-28
BK00728,長野高原リトリート,長野,2025-02-23,5,627128,カップル,2024-12-26
BK00729,広島・宮島歴史探訪,広島,2024-10-25,2,179242,グループ,2024-09-20
BK00730,信州そば巡り,長野,2024-05-22,2,258007,シニア,2024-04-11
BK00731,東北温泉巡り,東北,2025-03-27,2,75037,シニア,2025-02-25
BK00732,北海道スキーリゾート,北海道,2024-07-03,3,139632,ファミリー,2024-04-08
BK00733,函館ロマンチック旅,北海道,2025-04-20,6,291809,アクティブ,2025-03-21
BK00734,沖縄3泊4日ファミリープラン,沖縄,2024-12-21,2,201556,ファミリー,2024-12-03
BK00735,金沢文化体験,石川,2024-11-28,4,127358,カップル,2024-09-23
BK00736,沖縄リゾートステイ,沖縄,2025-01-12,2,239862,シニア,2024-11-16
BK00737,広島・宮島歴史探訪,広島,2025-04-17,6,667531,グループ,2025-03-26
BK00738,九州グルメツアー,九州,2025-04-16,3,329308,グループ,2025-03-15
BK00739,東北温泉巡り,東北,2024-09-27,4,266497,シニア,2024-08-02
BK00740,沖縄リゾートステイ,沖縄,2024-09-05,2,294696,カップル,2024-06-24
BK00741,沖縄リゾートステイ,沖縄,2024-05-29,6,577504,カップル,2024-04-25
BK00742,石垣島ダイビング,沖縄,2025-01-31,2,359165,一人旅,2024-11-11
BK00743,金沢文化体験,石川,2024-07-06,2,219025,グループ,2024-04-14
BK00744,北海道ラベンダー畑ツアー,北海道,2024-07-10,2,408125,ファミリー,2024-04-15
BK00745,箱根温泉週末プラン,箱根,2024-06-21,4,148050,カップル,2024-04-07
BK00746,函館ロマンチック旅,北海道,2024-06-26,5,382659,カップル,2024-05-06
BK00747,広島・宮島歴史探訪,広島,2024-10-24,2,69936,グループ,2024-09-30
BK00748,奄美大島ネイチャー,鹿児島,2024-09-05,2,132986,カップル,2024-06-28
BK00749,屋久島トレッキング,鹿児島,2025-02-03,6,798582,アクティブ,2024-11-12
BK00750,屋久島トレッキング,鹿児島,2024-12-11,3,322377,アクティブ,2024-11-01
BK00751,広島・宮島歴史探訪,広島,2025-01-06,4,345203,グループ,2024-12-28
BK00752,北海道ラベンダー畑ツアー,北海道,2024-07-13,5,415608,ファミリー,2024-04-29
BK00753,函館ロマンチック旅,北海道,2025-04-08,2,141489,カップル,2025-01-13
BK00754,日光・鬼怒川温泉,栃木,2024-05-14,1,40966,ファミリー,2024-04-29
BK00755,京都紅葉めぐり,京都,2024-08-27,2,221575,シニア,2024-07-27
BK00756,金沢文化体験,石川,2024-09-30,4,208337,グループ,2024-07-06
BK00757,北海道ラベンダー畑ツアー,北海道,2025-04-28,4,996594,ファミリー,2025-03-26
BK00758,沖縄リゾートステイ,沖縄,2024-12-16,4,850666,カップル,2024-09-29
BK00759,沖縄リゾートステイ,沖縄,2024-07-01,3,470480,カップル,2024-05-21
BK00760,東北温泉巡り,東北,2024-07-29,2,97667,シニア,2024-07-10
BK00761,日光・鬼怒川温泉,栃木,2024-06-07,4,218788,ファミリー,2024-04-30
BK00762,京都紅葉めぐり,京都,2024-07-29,3,292280,シニア,2024-05-10
BK00763,京都紅葉めぐり,京都,2025-02-05,3,269705,シニア,2025-01-06
BK00764,信州そば巡り,長野,2024-10-09,6,733028,シニア,2024-08-18
BK00765,長野高原リトリート,長野,2024-11-29,3,523361,カップル,2024-09-02
BK00766,函館ロマンチック旅,北海道,2025-02-06,4,368135,グループ,2024-12-13
BK00767,広島・宮島歴史探訪,広島,2025-04-12,6,523046,グループ,2025-04-01
BK00768,奄美大島ネイチャー,鹿児島,2025-05-13,6,478310,カップル,2025-03-29
BK00769,北海道スキーリゾート,北海道,2024-09-02,4,289378,ファミリー,2024-06-22
BK00770,長野高原リトリート,長野,2025-02-05,2,454265,カップル,2025-01-12
BK00771,奄美大島ネイチャー,鹿児島,2025-05-04,3,230330,グループ,2025-02-13
BK00772,石垣島ダイビング,沖縄,2024-10-14,5,330884,アクティブ,2024-07-26
BK00773,宮古島絶景ビーチ,沖縄,2024-10-05,4,734173,グループ,2024-09-18
BK00774,伊豆半島ドライブ,静岡,2025-03-07,4,706203,カップル,2025-01-30
BK00775,広島・宮島歴史探訪,広島,2025-04-20,3,219001,グループ,2025-03-05
BK00776,日光・鬼怒川温泉,栃木,2024-05-14,2,258503,ファミリー,2024-04-09
BK00777,屋久島トレッキング,鹿児島,2024-08-20,3,258748,カップル,2024-06-01
BK00778,箱根温泉週末プラン,箱根,2024-10-28,3,251207,カップル,2024-10-11
BK00779,北海道ラベンダー畑ツアー,北海道,2024-11-19,3,465801,ファミリー,2024-09-09
BK00780,函館ロマンチック旅,北海道,2025-02-28,3,221124,カップル,2024-12-21
BK00781,日光・鬼怒川温泉,栃木,2025-01-03,2,256251,ファミリー,2024-11-26
BK00782,宮古島絶景ビーチ,沖縄,2025-03-08,4,485432,カップル,2025-02-15
BK00783,長野高原リトリート,長野,2024-08-30,1,91047,カップル,2024-06-01
BK00784,屋久島トレッキング,鹿児島,2024-06-11,3,551739,アクティブ,2024-05-17
BK00785,箱根温泉週末プラン,箱根,2025-03-10,4,233484,シニア,2025-02-17
BK00786,沖縄3泊4日ファミリープラン,沖縄,2024-10-29,2,178181,ファミリー,2024-10-08
BK00787,函館ロマンチック旅,北海道,2025-01-16,3,278302,カップル,2024-12-14
BK00788,箱根温泉週末プラン,箱根,2024-04-20,3,380367,カップル,2024-04-11
BK00789,石垣島ダイビング,沖縄,2025-04-14,2,381055,アクティブ,2025-03-02
BK00790,沖縄3泊4日ファミリープラン,沖縄,2025-04-23,4,640133,ファミリー,2025-02-26
BK00791,京都紅葉めぐり,京都,2025-05-06,5,549468,一人旅,2025-03-23
BK00792,京都紅葉めぐり,京都,2024-12-30,5,416234,シニア,2024-10-22
BK00793,屋久島トレッキング,鹿児島,2024-06-27,1,137453,アクティブ,2024-06-18
BK00794,石垣島ダイビング,沖縄,2025-05-13,4,482496,アクティブ,2025-03-23
BK00795,日光・鬼怒川温泉,栃木,2024-11-25,4,554469,ファミリー,2024-11-11
BK00796,函館ロマンチック旅,北海道,2024-12-14,2,226028,カップル,2024-11-09
BK00797,広島・宮島歴史探訪,広島,2024-10-02,5,534506,グループ,2024-07-09
BK00798,箱根温泉週末プラン,箱根,2024-10-11,6,344027,カップル,2024-08-26
BK00799,箱根温泉週末プラン,箱根,2024-08-23,4,207084,カップル,2024-06-08
BK00800,日光・鬼怒川温泉,栃木,2025-03-25,6,674080,カップル,2025-01-22
